iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;guncertain1;weaptype1;gname
2016;10;12;182;11;1;0;6;14;0;9;Al-Shabaab
2016;10;13;95;10;1;0;3;14;0;6;Islamic State
2016;10;13;95;10;1;0;9;14;0;13;Islamic State
2016;10;13;200;10;1;0;3;17;0;6;Islamic State
2016;10;13;182;11;1;0;2;4;0;5;Al-Shabaab
2016;10;13;182;11;1;0;3;4;0;6;Al-Shabaab
2016;10;13;182;11;1;0;3;20;0;6;Al-Shabaab
2016;10;13;153;6;1;0;2;3;0;5;Lashkar-e
2016;10;14;182;11;1;0;3;4;0;6;Al-Shabaab
2016;10;14;182;11;1;0;2;14;1;5;Al-Shabaab
2016;10;15;95;10;0;0;2;14;0;5;Islamic State
2016;10;15;95;10;1;0;2;3;0;5;Islamic State
2016;10;15;182;11;1;0;1;2;0;6;Al-Shabaab
2016;10;16;182;11;1;0;3;4;0;6;Al-Shabaab
2016;10;15;95;10;1;1;3;14;0;6;Islamic State
2016;10;15;147;11;0;1;3;4;1;6;Boko Haram
2016;10;15;95;10;1;1;3;17;0;6;Islamic State
2016;10;16;95;10;1;1;3;14;0;6;Islamic State
2016;10;16;95;10;0;0;9;3;0;13;Islamic State
2016;10;16;95;10;1;0;3;4;0;6;Islamic State
2016;10;16;182;11;1;0;2;4;0;5;Al-Shabaab
2016;10;16;95;10;1;0;6;14;0;5;Islamic State
2016;10;16;102;10;1;1;3;17;0;6;Islamic State
2016;10;16;110;10;1;0;2;4;0;5;Islamic State
2016;10;16;182;11;1;0;4;14;0;13;Al-Shabaab
2016;10;16;147;11;1;0;7;14;0;5;Boko Haram
2016;10;17;153;6;1;0;3;15;0;6;Lashkar-e
2016;10;17;95;10;1;1;3;4;0;6;Islamic State
2016;10;17;95;10;1;0;2;4;0;5;Islamic State
2016;10;17;146;11;1;1;3;3;0;6;Islamic State
2016;10;17;104;11;1;0;2;3;0;5;Al-Shabaab
2016;10;17;182;11;1;0;2;4;0;6;Al-Shabaab
2016;10;17;74;7;1;0;3;20;0;6;Islamic State
2016;10;17;147;11;1;0;6;4;0;6;Boko Haram
2016;10;19;95;10;0;0;3;20;0;6;Islamic State
2016;10;18;95;10;1;1;3;14;0;6;Islamic State
2016;10;18;182;11;1;1;3;3;0;6;Al-Shabaab
2016;10;18;182;11;1;0;2;4;0;6;Al-Shabaab
2016;10;18;41;11;1;0;6;14;0;5;Lords Resistance Army (LRA)
2016;10;18;95;10;0;0;9;17;0;13;Islamic State
2016;10;18;147;11;1;0;2;14;0;5;Boko Haram
2016;10;19;95;10;1;1;3;4;0;6;Islamic State
2016;10;19;95;10;1;0;3;2;0;6;Islamic State
2016;10;19;95;10;1;0;3;2;0;6;Islamic State
2016;10;19;95;10;1;0;3;2;0;6;Islamic State
2016;10;19;95;10;1;0;6;14;0;9;Islamic State
2016;10;19;95;10;1;0;3;4;0;6;Islamic State
2016;10;20;95;10;1;0;7;15;0;13;Islamic State
2016;10;20;95;10;1;0;9;4;0;13;Islamic State
2016;10;20;95;10;0;0;9;17;0;13;Islamic State
2016;10;20;228;10;1;0;2;4;0;5;Al-Qaida
2016;10;20;95;10;1;1;3;4;0;6;Islamic State
2016;10;20;182;11;1;0;1;14;0;5;Al-Shabaab
2016;10;20;228;10;0;0;9;4;0;13;Al-Qaida
2016;10;21;95;10;0;0;3;14;0;6;Islamic State
2016;10;20;95;10;0;0;3;20;0;6;Islamic State
2016;10;21;95;10;0;1;1;17;0;6;Islamic State
2016;10;21;182;11;1;0;6;14;0;5;Al-Shabaab
2016;10;21;95;10;1;1;5;21;0;6;Islamic State
2016;10;21;95;10;1;1;3;2;0;6;Islamic State
2016;10;22;95;10;0;0;9;14;0;13;Islamic State
2016;10;22;95;10;0;0;9;14;0;13;Islamic State
2016;10;21;95;10;1;0;6;14;0;5;Islamic State
2016;10;22;182;11;1;0;2;4;0;5;Al-Shabaab
2016;10;22;182;11;1;0;6;4;0;5;Al-Shabaab
2016;10;22;95;10;1;0;6;14;0;5;Islamic State
2016;10;22;147;11;1;0;2;14;0;5;Boko Haram
2016;10;23;182;11;1;1;3;4;0;6;Al-Shabaab
2016;10;23;95;10;0;1;3;4;0;6;Islamic State
2016;10;23;95;10;1;0;6;14;0;9;Islamic State
2016;10;23;95;10;1;1;6;14;0;6;Islamic State
2016;10;23;95;10;0;1;3;20;0;6;Islamic State
2016;10;23;95;10;0;1;3;20;0;6;Islamic State
2016;10;23;167;9;1;0;3;3;0;6;Islamic State
2016;10;23;37;11;1;1;3;14;0;6;Boko Haram
2016;10;24;153;6;1;1;5;3;1;6;Lashkar-e
2016;10;24;95;10;1;1;3;4;0;6;Islamic State
2016;10;24;95;10;0;0;2;14;0;5;Islamic State
2016;10;24;182;11;1;0;1;2;0;5;Al-Shabaab
2016;10;24;92;6;0;0;2;2;0;5;Lashkar-e
2016;10;24;182;11;1;0;6;14;0;9;Al-Shabaab
2016;10;24;37;11;1;1;3;14;0;6;Boko Haram
2016;10;24;95;10;1;1;3;19;0;6;Islamic State
2016;10;24;95;10;1;1;3;20;0;6;Islamic State
2016;10;24;95;10;1;1;3;20;0;6;Islamic State
2016;10;25;182;11;1;1;3;4;0;6;Al-Shabaab
2016;10;25;104;11;1;0;3;1;0;6;Al-Shabaab
2016;10;26;95;10;1;0;6;14;0;13;Islamic State
2016;10;26;95;10;1;0;6;14;0;13;Islamic State
2016;10;25;95;10;1;0;9;14;0;13;Islamic State
2016;10;20;95;10;1;0;9;14;0;13;Islamic State
2016;10;23;95;10;1;0;9;3;0;13;Islamic State
2016;10;26;182;11;1;0;2;4;0;5;Al-Shabaab
2016;10;26;153;6;1;0;2;14;0;5;Lashkar-e
2016;10;26;182;11;0;0;9;4;0;13;Al-Shabaab
2016;10;26;228;10;1;0;6;3;0;5;Al-Qaida
2016;10;27;95;10;1;0;3;14;0;6;Islamic State
2016;10;27;228;10;1;0;3;17;0;6;Al-Qaida
2016;10;27;182;11;1;0;2;4;0;6;Al-Shabaab
2016;10;27;182;11;1;0;2;17;0;5;Al-Shabaab
2016;10;27;182;11;1;0;6;14;0;13;Al-Shabaab
2016;10;28;95;10;1;0;3;14;0;6;Islamic State
2016;10;28;182;11;1;0;1;3;0;5;Al-Shabaab
2016;10;28;182;11;1;0;2;4;0;6;Al-Shabaab
2016;10;28;182;11;1;0;9;4;0;13;Al-Shabaab
2016;10;29;153;6;1;0;2;14;0;5;Lashkar-e
2016;10;29;95;10;1;1;3;14;0;6;Islamic State
2016;10;29;182;11;1;0;3;4;0;6;Al-Shabaab
2016;10;29;182;11;1;0;6;14;0;13;Al-Shabaab
2016;10;29;147;11;1;1;3;13;0;6;Boko Haram
2016;10;29;147;11;1;1;3;1;0;6;Boko Haram
2016;10;29;37;11;1;0;3;14;0;6;Boko Haram
2016;10;30;95;10;1;0;3;1;0;6;Islamic State
2016;10;29;95;10;1;0;6;4;0;13;Islamic State
2016;10;30;182;11;1;0;3;4;0;6;Al-Shabaab
2016;10;30;182;11;1;0;2;4;0;6;Al-Shabaab
2016;10;30;147;11;0;1;3;13;0;6;Boko Haram
2016;10;31;95;10;1;1;3;17;0;6;Islamic State
2016;10;31;95;10;0;1;3;4;0;6;Islamic State
2016;11;2;95;10;1;0;6;3;0;13;Islamic State
2016;11;1;147;11;1;1;3;20;0;6;Boko Haram
2016;11;1;182;11;1;0;3;4;0;6;Al-Shabaab
2016;10;29;182;11;1;0;9;14;0;13;Al-Shabaab
2016;11;2;182;11;1;0;2;14;0;5;Al-Shabaab
2016;11;2;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;2;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;2;95;10;0;1;3;14;0;6;Islamic State
2016;11;2;95;10;0;0;3;14;0;6;Islamic State
2016;11;4;95;10;1;0;6;14;0;13;Islamic State
2016;11;3;95;10;1;0;3;14;0;6;Islamic State
2016;11;3;228;10;1;1;3;4;0;6;Al-Qaida
2016;11;3;95;10;0;1;3;4;0;6;Islamic State
2016;11;3;200;10;1;0;3;4;0;6;Islamic State
2016;11;3;95;10;1;0;3;1;0;6;Islamic State
2016;11;3;95;10;1;0;3;1;0;6;Islamic State
2016;11;3;95;10;1;0;6;4;0;13;Islamic State
2016;11;3;95;10;1;0;6;14;0;13;Islamic State
2016;11;3;147;11;0;1;3;4;0;6;Boko Haram
2016;11;3;147;11;1;1;3;4;0;6;Boko Haram
2016;11;4;95;10;1;0;3;14;0;6;Islamic State
2016;11;4;209;10;1;1;3;3;0;6;Islamic State
2016;11;4;95;10;1;1;3;10;0;6;Islamic State
2016;11;4;147;11;1;0;2;4;0;5;Boko Haram
2016;11;5;153;6;1;0;2;3;0;5;Lashkar-e
2016;11;5;182;11;1;1;3;4;0;6;Al-Shabaab
2016;11;4;95;10;1;1;3;17;0;6;Islamic State
2016;11;5;95;10;1;1;3;4;0;6;Islamic State
2016;11;5;147;11;1;0;2;14;0;6;Boko Haram
2016;11;6;95;10;1;1;3;3;0;6;Islamic State
2016;11;6;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;5;153;6;1;0;2;4;0;6;Lashkar-e
2016;11;6;95;10;1;1;3;15;0;6;Islamic State
2016;11;6;95;10;1;0;1;14;0;5;Islamic State
2016;11;6;95;10;0;0;3;20;0;6;Islamic State
2016;11;6;95;10;1;0;3;1;0;6;Islamic State
2016;11;7;95;10;1;1;3;4;0;6;Islamic State
2016;11;7;95;10;1;1;3;14;0;6;Islamic State
2016;11;7;37;11;1;0;3;4;0;6;Boko Haram
2016;11;7;147;11;1;0;2;4;0;6;Boko Haram
2016;11;8;153;6;1;0;2;3;0;5;Lashkar-e
2016;11;8;228;10;1;0;3;14;0;6;Al-Qaida
2016;11;8;228;10;1;0;3;4;0;6;Al-Qaida
2016;11;8;146;11;1;0;6;14;0;5;Islamic State
2016;11;7;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;8;95;10;1;0;6;14;0;5;Islamic State
2016;11;8;95;10;1;0;2;14;0;5;Islamic State
2016;11;8;182;11;0;0;1;2;0;6;Al-Shabaab
2016;11;8;37;11;1;0;2;14;0;8;Boko Haram
2016;11;9;95;10;0;1;3;4;0;6;Islamic State
2016;11;9;95;10;1;0;6;3;0;5;Islamic State
2016;11;9;95;10;1;0;6;14;0;12;Islamic State
2016;11;9;182;11;1;0;3;2;0;6;Al-Shabaab
2016;11;9;95;10;0;1;3;4;0;6;Islamic State
2016;11;9;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;9;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;9;182;11;1;0;9;4;0;13;Al-Shabaab
2016;11;10;95;10;0;1;3;4;0;6;Islamic State
2016;11;10;95;10;1;0;6;14;0;9;Islamic State
2016;11;10;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;11;95;10;0;1;3;20;0;6;Islamic State
2016;11;11;147;11;1;1;3;20;0;6;Boko Haram
2016;11;12;95;10;0;1;3;14;0;6;Islamic State
2016;11;12;95;10;1;0;3;2;0;6;Islamic State
2016;11;12;95;10;1;0;3;2;0;6;Islamic State
2016;11;12;95;10;1;0;3;2;0;6;Islamic State
2016;11;12;95;10;1;0;3;2;0;6;Islamic State
2016;11;12;95;10;1;0;7;21;0;13;Islamic State
2016;11;12;95;10;1;0;3;14;0;2;Islamic State
2016;11;12;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;12;182;11;1;0;9;4;0;13;Al-Shabaab
2016;11;12;95;10;1;1;3;4;0;6;Islamic State
2016;11;13;95;10;1;0;3;15;1;6;Islamic State
2016;11;13;95;10;1;0;3;14;0;6;Islamic State
2016;11;13;95;10;1;0;3;14;0;6;Islamic State
2016;11;13;95;10;1;0;3;14;1;6;Islamic State
2016;11;13;95;10;1;0;3;14;0;6;Islamic State
2016;11;13;95;10;1;0;3;14;0;6;Islamic State
2016;11;13;95;10;1;0;3;19;0;6;Islamic State
2016;11;13;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;13;182;11;1;0;2;3;0;5;Al-Shabaab
2016;11;14;95;10;1;1;3;4;0;6;Islamic State
2016;11;14;95;10;1;1;3;3;0;6;Islamic State
2016;11;14;95;10;1;1;3;20;0;6;Islamic State
2016;11;14;182;11;1;0;3;3;0;6;Al-Shabaab
2016;11;14;95;10;1;1;3;3;0;6;Islamic State
2016;11;14;95;10;1;1;3;4;0;6;Islamic State
2016;11;14;147;11;1;0;6;14;0;5;Boko Haram
2016;11;14;147;11;1;0;2;14;0;5;Boko Haram
2016;11;15;228;10;1;0;3;4;0;6;Al-Qaida
2016;11;15;95;10;1;0;3;14;0;6;Islamic State
2016;11;15;182;11;1;1;6;4;0;6;Al-Shabaab
2016;11;15;104;11;1;0;5;15;0;5;Al-Shabaab
2016;11;15;104;11;1;0;5;15;0;5;Al-Shabaab
2016;11;15;147;11;1;0;3;4;0;6;Boko Haram
2016;11;15;147;11;1;0;2;14;0;5;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;15;147;11;1;0;7;14;0;8;Boko Haram
2016;11;16;45;3;0;0;2;14;0;5;Revolutionary Armed Forces of Colombia (FARC)
2016;11;16;95;10;1;0;3;14;0;6;Islamic State
2016;11;16;95;10;1;1;3;14;0;6;Islamic State
2016;11;16;182;11;1;0;3;1;0;6;Al-Shabaab
2016;11;16;182;11;1;0;2;4;0;6;Al-Shabaab
2016;11;16;153;6;1;0;2;17;0;5;Lashkar-e
2016;11;16;182;11;1;0;3;3;0;6;Al-Shabaab
2016;11;16;95;10;1;1;3;4;0;6;Islamic State
2016;11;16;95;10;1;1;3;4;0;6;Islamic State
2016;11;16;95;10;0;1;3;3;0;6;Islamic State
2016;11;17;95;10;0;0;3;20;0;6;Islamic State
2016;11;17;200;10;1;0;3;17;0;6;Islamic State
2016;11;17;95;10;1;1;3;3;0;6;Islamic State
2016;11;17;95;10;1;1;3;4;0;6;Islamic State
2016;11;17;228;10;1;0;2;17;0;5;Al-Qaida
2016;11;17;95;10;1;0;2;4;0;5;Islamic State
2016;11;17;95;10;1;0;3;14;0;6;Islamic State
2016;11;17;95;10;1;0;6;14;0;13;Islamic State
2016;11;18;182;11;0;0;9;4;0;13;Al-Shabaab
2016;11;18;182;11;1;0;7;4;0;8;Al-Shabaab
2016;11;18;147;11;1;1;3;3;0;6;Boko Haram
2016;11;18;147;11;1;1;3;19;0;6;Boko Haram
2016;11;18;147;11;1;1;3;17;0;6;Boko Haram
2016;11;18;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;18;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;18;41;11;1;0;9;14;0;13;Lords Resistance Army (LRA)
2016;11;19;153;6;1;0;2;3;0;5;Lashkar-e
2016;11;19;95;10;1;1;3;3;0;6;Islamic State
2016;11;19;95;10;1;0;2;17;0;5;Islamic State
2016;11;19;95;10;1;0;2;3;0;5;Islamic State
2016;11;19;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;19;200;10;1;0;3;4;0;6;Islamic State
2016;11;19;147;11;0;1;3;13;0;6;Boko Haram
2016;11;19;147;11;1;0;3;14;0;6;Boko Haram
2016;11;19;95;10;1;1;3;4;0;6;Islamic State
2016;11;19;95;10;1;1;3;4;0;6;Islamic State
2016;11;20;182;11;1;0;6;14;0;5;Al-Shabaab
2016;11;20;182;11;1;0;3;3;0;6;Al-Shabaab
2016;11;20;200;10;1;0;3;4;0;6;Islamic State
2016;11;20;95;10;1;1;3;4;0;6;Islamic State
2016;11;21;37;11;0;1;3;20;0;6;Boko Haram
2016;11;21;37;11;1;0;9;4;0;13;Boko Haram
2016;11;21;228;10;0;0;1;17;0;6;Al-Qaida
2016;11;21;95;10;1;0;2;14;0;9;Islamic State
2016;11;22;182;11;0;0;2;4;0;5;Al-Shabaab
2016;11;21;92;6;1;0;7;1;0;5;Lashkar-e
2016;11;21;104;11;0;0;9;14;0;13;Al-Shabaab
2016;11;21;95;10;1;0;3;19;0;6;Islamic State
2016;11;22;104;11;0;0;2;4;1;5;Al-Shabaab
2016;11;22;37;11;1;0;7;14;0;8;Boko Haram
2016;11;22;228;10;0;0;9;4;0;13;Al-Qaida
2016;11;22;95;10;0;0;1;2;0;5;Islamic State
2016;11;22;95;10;1;0;9;17;0;13;Islamic State
2016;11;22;104;11;0;0;2;8;1;5;Al-Shabaab
2016;11;22;95;10;1;0;2;14;0;5;Islamic State
2016;11;22;104;11;1;0;5;14;0;6;Al-Shabaab
2016;11;23;95;10;1;0;6;14;0;13;Islamic State
2016;11;23;95;10;1;0;3;14;0;6;Islamic State
2016;11;23;147;11;1;1;3;19;0;6;Boko Haram
2016;11;23;147;11;1;0;5;14;0;5;Boko Haram
2016;11;23;147;11;1;0;2;14;0;5;Boko Haram
2016;11;23;147;11;1;0;2;14;0;5;Boko Haram
2016;11;23;95;10;0;0;9;17;0;13;Islamic State
2016;11;23;95;10;1;0;3;1;0;6;Islamic State
2016;11;23;95;10;1;0;3;14;0;6;Islamic State
2016;11;24;37;11;1;1;3;14;1;6;Boko Haram
2016;11;24;95;10;1;0;9;14;0;13;Islamic State
2016;11;23;95;10;1;0;6;14;0;13;Islamic State
2016;11;23;182;11;1;0;3;4;0;6;Al-Shabaab
2016;11;24;200;10;1;0;3;4;0;6;Islamic State
2016;11;24;182;11;1;0;1;4;0;6;Al-Shabaab
2016;11;24;200;10;1;1;3;4;1;6;Islamic State
2016;11;24;147;11;1;0;3;17;0;6;Boko Haram
2016;11;24;95;10;1;1;3;14;0;6;Islamic State
2016;11;25;95;10;1;0;3;10;0;6;Islamic State
2016;11;25;95;10;0;1;3;17;0;6;Islamic State
2016;11;25;95;10;0;0;1;2;0;13;Islamic State
2016;11;25;92;6;1;0;2;3;0;5;Lashkar-e
2016;11;23;182;11;1;0;2;14;0;5;Al-Shabaab
2016;11;25;95;10;1;0;6;14;0;5;Islamic State
2016;11;25;95;10;1;0;6;3;0;13;Islamic State
2016;11;25;95;10;1;0;6;3;0;13;Islamic State
2016;11;25;95;10;1;0;6;3;0;13;Islamic State
2016;11;26;182;11;0;0;1;2;0;6;Al-Shabaab
2016;11;26;95;10;1;0;3;14;0;6;Islamic State
2016;11;26;95;10;1;0;3;14;0;6;Islamic State
2016;11;26;95;10;1;0;3;14;0;6;Islamic State
2016;11;26;95;10;1;0;3;14;0;6;Islamic State
2016;11;26;95;10;1;0;3;14;0;6;Islamic State
2016;11;26;92;6;1;0;2;4;1;5;Lashkar-e
2016;11;26;182;11;1;0;2;4;0;5;Al-Shabaab
2016;11;26;200;10;1;0;9;4;0;13;Islamic State
2016;11;26;182;11;0;0;9;4;0;13;Al-Shabaab
2016;11;26;147;11;1;0;3;4;0;6;Boko Haram
2016;11;26;147;11;1;0;3;2;0;6;Boko Haram
2016;11;26;229;11;1;0;6;14;0;5;Lords Resistance Army (LRA)
2016;11;27;160;5;1;0;3;15;0;6;Islamic State
2016;11;27;95;10;1;0;1;2;0;5;Islamic State
2016;11;27;200;10;1;1;3;14;0;6;Islamic State
2016;11;27;95;10;1;0;3;4;0;6;Islamic State
2016;11;27;95;10;1;0;3;3;0;6;Islamic State
2016;11;28;182;11;1;0;2;14;0;5;Al-Shabaab
2016;11;27;228;10;1;0;3;17;0;6;Al-Qaida
2016;11;28;95;10;1;1;3;2;0;6;Islamic State
2016;10;28;95;10;1;0;6;3;0;5;Islamic State
2016;11;28;95;10;1;0;3;4;0;6;Islamic State
2016;11;29;92;6;1;0;2;4;0;6;Lashkar-e
2016;11;29;182;11;1;0;3;3;0;6;Al-Shabaab
2016;11;29;160;5;1;0;3;4;0;6;Islamic State
2016;11;29;200;10;1;0;6;4;0;8;Islamic State
2016;11;29;123;11;1;1;3;7;0;6;Al-Qaida
2016;11;29;123;11;1;0;3;6;0;6;Al-Qaida
2016;11;29;95;10;1;0;3;14;0;6;Islamic State
2016;11;29;104;11;1;0;3;3;0;6;Al-Shabaab
2016;10;29;95;10;1;0;6;3;0;5;Islamic State
2016;11;29;95;10;1;0;3;4;0;6;Islamic State
2016;11;29;95;10;0;1;3;4;0;6;Islamic State
2016;11;29;95;10;1;0;3;14;0;6;Islamic State
2016;11;11;95;10;1;0;2;14;0;5;Islamic State
2016;11;30;104;11;1;0;3;4;0;6;Al-Shabaab
2016;11;30;95;10;1;1;3;14;0;6;Islamic State
2016;11;30;95;10;1;1;3;14;0;6;Islamic State
2016;11;30;95;10;1;0;3;14;0;6;Islamic State
2016;12;1;95;10;1;0;2;14;0;5;Islamic State
2016;12;1;182;11;0;0;1;2;0;5;Al-Shabaab
2016;12;1;182;11;1;0;2;1;0;5;Al-Shabaab
2016;12;1;182;11;1;0;7;1;0;13;Al-Shabaab
2016;12;1;95;10;1;0;3;14;0;6;Islamic State
2016;12;1;95;10;1;0;3;14;0;6;Islamic State
2016;12;1;95;10;1;0;3;14;0;6;Islamic State
2016;12;2;95;10;1;0;3;14;0;6;Islamic State
2016;12;2;95;10;1;0;3;20;0;6;Islamic State
2016;12;2;95;10;1;0;6;14;0;13;Islamic State
2016;12;2;41;11;1;0;6;14;0;5;Lords Resistance Army (LRA)
2016;12;3;95;10;1;1;3;14;0;6;Islamic State
2016;12;3;95;10;1;1;3;4;0;6;Islamic State
2016;12;3;95;10;0;1;3;4;0;6;Islamic State
2016;12;3;95;10;1;0;2;14;0;5;Islamic State
2016;12;3;95;10;0;1;3;4;0;6;Islamic State
2016;12;3;95;10;1;0;3;14;0;6;Islamic State
2016;12;3;95;10;0;0;9;14;0;13;Islamic State
2016;12;3;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;4;95;10;1;1;3;4;0;6;Islamic State
2016;12;4;95;10;0;0;3;20;0;6;Islamic State
2016;12;4;95;10;1;0;6;4;0;13;Islamic State
2016;12;4;95;10;1;0;6;4;0;13;Islamic State
2016;12;4;95;10;1;0;6;4;0;13;Islamic State
2016;12;4;95;10;1;0;6;4;0;13;Islamic State
2016;12;4;110;10;1;0;2;4;0;5;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;4;95;10;0;0;9;4;0;13;Islamic State
2016;12;4;147;11;1;0;2;4;0;6;Boko Haram
2016;12;5;95;10;1;0;2;14;0;5;Islamic State
2016;12;4;95;10;1;0;3;14;0;6;Islamic State
2016;12;5;95;10;1;0;3;14;0;6;Islamic State
2016;12;5;95;10;1;0;9;14;0;13;Islamic State
2016;12;5;95;10;1;0;9;14;0;13;Islamic State
2016;12;5;95;10;1;0;6;14;0;5;Islamic State
2016;12;4;95;10;0;0;3;4;0;6;Islamic State
2016;12;4;95;10;0;1;3;4;0;6;Islamic State
2016;12;5;182;11;1;0;3;3;0;6;Al-Shabaab
2016;12;5;228;10;1;0;3;21;0;6;Al-Qaida
2016;12;6;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;6;229;11;1;0;7;14;0;13;Lords Resistance Army (LRA)
2016;12;7;182;11;1;0;2;4;0;5;Al-Shabaab
2016;12;7;95;10;1;0;3;14;0;6;Islamic State
2016;12;7;95;10;1;0;3;14;0;6;Islamic State
2016;12;7;95;10;1;0;3;14;0;6;Islamic State
2016;12;7;95;10;1;1;3;4;0;6;Islamic State
2016;12;7;95;10;1;0;3;14;0;6;Islamic State
2016;12;7;200;10;1;1;3;4;0;6;Islamic State
2016;12;8;95;10;1;0;2;3;0;5;Islamic State
2016;12;7;95;10;0;0;9;1;0;13;Islamic State
2016;12;8;92;6;1;0;2;1;0;5;Lashkar-e
2016;12;8;182;11;1;0;2;4;0;5;Al-Shabaab
2016;12;8;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;8;200;10;1;0;2;4;0;5;Islamic State
2016;12;8;200;10;1;0;2;4;0;5;Islamic State
2016;12;8;200;10;1;0;2;4;0;5;Islamic State
2016;12;9;45;3;1;0;6;14;0;13;Revolutionary Armed Forces of Colombia (FARC)
2016;12;9;95;10;0;1;3;4;0;6;Islamic State
2016;12;9;95;10;1;0;3;14;0;6;Islamic State
2016;12;9;200;10;1;0;3;14;0;6;Islamic State
2016;12;9;95;10;1;0;3;14;1;6;Islamic State
2016;12;9;95;10;1;0;3;14;1;6;Islamic State
2016;12;9;147;11;1;1;3;14;0;6;Boko Haram
2016;12;9;200;10;1;0;2;4;0;5;Islamic State
2016;12;10;182;11;1;1;3;4;0;6;Al-Shabaab
2016;12;10;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;10;200;10;1;1;6;14;0;6;Islamic State
2016;12;10;200;10;0;0;9;4;0;13;Islamic State
2016;12;10;153;6;1;0;2;2;0;5;Lashkar-e
2016;12;11;182;11;1;0;3;11;0;6;Al-Shabaab
2016;12;11;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;11;182;11;1;0;3;1;0;6;Al-Shabaab
2016;12;11;95;10;1;1;3;4;0;6;Islamic State
2016;12;11;95;10;1;1;3;17;0;6;Islamic State
2016;12;11;95;10;1;0;3;4;0;6;Islamic State
2016;12;11;95;10;1;1;3;4;0;6;Islamic State
2016;12;11;147;11;1;1;3;14;0;6;Boko Haram
2016;12;11;95;10;1;0;3;14;0;6;Islamic State
2016;12;12;153;6;1;0;2;4;0;5;Lashkar-e
2016;12;12;182;11;0;0;3;4;0;6;Al-Shabaab
2016;12;11;182;11;1;0;6;14;0;13;Al-Shabaab
2016;12;12;95;10;1;0;1;10;0;13;Islamic State
2016;12;12;95;10;1;0;6;14;0;5;Islamic State
2016;12;12;95;10;1;0;6;14;0;13;Islamic State
2016;12;12;104;11;1;0;3;3;0;6;Al-Shabaab
2016;12;12;104;11;1;0;3;3;0;6;Al-Shabaab
2016;12;12;147;11;1;0;1;4;0;6;Boko Haram
2016;12;12;95;10;1;0;9;4;0;13;Islamic State
2016;12;12;95;10;0;0;9;4;0;13;Islamic State
2016;12;13;182;11;1;0;1;14;0;13;Al-Shabaab
2016;12;13;182;11;1;0;2;4;0;6;Al-Shabaab
2016;12;13;95;10;0;0;9;14;0;13;Islamic State
2016;12;13;95;10;1;0;3;4;0;6;Islamic State
2016;12;13;95;10;1;1;3;4;0;6;Islamic State
2016;12;14;182;11;1;0;6;14;0;9;Al-Shabaab
2016;12;14;95;10;1;0;3;14;0;6;Islamic State
2016;12;14;95;10;1;0;3;14;0;6;Islamic State
2016;12;14;95;10;0;1;3;14;0;6;Islamic State
2016;12;14;95;10;0;1;3;14;0;6;Islamic State
2016;12;14;95;10;0;1;3;14;0;6;Islamic State
2016;12;14;95;10;0;0;9;4;0;13;Islamic State
2016;12;15;182;11;0;1;1;1;0;6;Al-Shabaab
2016;12;15;182;11;1;0;3;4;0;6;Al-Shabaab
2016;12;14;95;10;1;0;6;4;0;5;Islamic State
2016;12;15;95;10;0;0;3;3;0;6;Islamic State
2016;12;15;95;10;0;0;3;3;0;6;Islamic State
2016;12;15;92;6;1;0;7;1;0;5;Lashkar-e
2016;12;15;182;11;1;0;1;3;0;5;Al-Shabaab
2016;12;15;147;11;0;1;3;20;0;6;Boko Haram
