iyear;imonth;iday;country;region;success;suicide;attacktype1;targtype1;guncertain1;weaptype1;gname
1970;7;2;58;2;1;0;1;14;0;13;MANO-D
1970;0;0;130;1;1;0;6;7;0;13;23rd of September Communist League
1970;1;1;217;1;1;0;2;3;0;5;Black Nationalists
1970;1;2;218;3;0;0;1;3;0;5;Tupamaros (Uruguay)
1970;1;2;217;1;1;0;7;4;0;8;New Years Gang
1970;1;3;217;1;1;0;7;2;0;8;New Years Gang
1970;1;1;217;1;0;0;3;4;0;6;Weather Underground Weathermen
1970;1;6;217;1;1;0;7;4;0;8;Left-Wing Militants
1970;1;9;217;1;1;0;7;2;0;8;Left-Wing Militants
1970;1;9;217;1;1;0;7;1;1;8;Armed Commandos of Liberation
1970;1;10;499;9;1;0;3;2;0;6;Commune 1
1970;1;11;65;11;1;0;9;4;0;13;Eritrean Liberation Front
1970;1;12;217;1;1;0;3;8;0;6;Black Nationalists
1970;1;12;217;1;1;0;3;1;0;6;Strikers
1970;1;13;217;1;1;0;7;1;0;8;Black Nationalists
1970;1;14;217;1;1;0;7;3;0;8;Black Nationalists
1970;1;15;218;3;1;0;2;8;0;5;Tupamaros (Uruguay)
1970;1;19;217;1;1;0;3;8;1;6;Black Nationalists
1970;1;19;217;1;0;0;3;4;0;6;Student Radicals
1970;1;19;217;1;1;0;7;22;0;8;White extremists
1970;1;22;222;3;1;0;6;1;0;13;Armed Forces of National Liberation- Venezuela (FALN)
1970;1;22;217;1;1;0;3;14;0;6;Strikers
1970;1;25;217;1;1;0;7;14;0;8;White extremists
1970;1;25;217;1;1;0;2;3;0;5;Black Nationalists
1970;1;26;217;1;1;0;3;2;0;6;Black Nationalists
1970;1;26;217;1;1;0;2;3;0;5;Black Nationalists
1970;1;27;217;1;1;0;7;2;0;8;Left-Wing Militants
1970;1;28;217;1;1;0;3;15;0;6;White extremists
1970;1;30;217;1;1;0;3;20;0;6;Strikers
1970;1;30;217;1;1;0;3;1;0;6;Strikers
1970;1;30;217;1;1;0;7;4;0;8;Student Radicals
1970;1;31;160;5;0;0;9;4;0;13;New Peoples Army (NPA)
1970;2;1;217;1;1;0;7;2;0;8;Left-Wing Militants
1970;2;1;217;1;1;0;2;3;0;5;Black Nationalists
1970;2;4;217;1;1;0;3;14;0;6;Strikers
1970;2;6;217;1;1;0;3;19;0;6;Black Nationalists
1970;2;6;217;1;1;0;3;2;0;6;White extremists
1970;2;6;217;1;1;0;3;15;0;6;White extremists
1970;2;6;217;1;1;0;7;2;0;8;Armed Revolutionary Independence Movement (MIRA)
1970;2;6;217;1;1;0;7;21;0;8;Armed Revolutionary Independence Movement (MIRA)
1970;2;6;217;1;1;0;7;1;0;8;Armed Revolutionary Independence Movement (MIRA)
1970;2;6;217;1;1;0;7;4;0;8;Student Radicals
1970;2;7;217;1;1;0;7;8;0;8;Student Radicals
1970;2;8;217;1;1;0;3;1;0;6;Armed Revolutionary Independence Movement (MIRA)
1970;2;8;217;1;1;0;3;1;0;6;Armed Revolutionary Independence Movement (MIRA)
1970;2;9;217;1;0;0;3;1;0;6;Armed Revolutionary Independence Movement (MIRA)
1970;2;9;217;1;1;0;3;14;0;6;Strikers
1970;2;10;362;8;1;0;2;6;0;5;Popular Front for the Liberation of Palestine (PFLP)
1970;2;11;217;1;1;0;7;8;0;8;Student Radicals
1970;2;13;362;8;1;0;7;14;0;8;Popular Front for the Liberation of Palestine (PFLP)
1970;2;13;217;1;1;0;3;3;1;6;Black Nationalists
1970;2;15;217;1;1;0;3;1;0;6;Left-Wing Militants
1970;2;15;217;1;1;0;7;4;0;8;Student Radicals
1970;2;16;217;1;0;0;2;3;0;5;Left-Wing Militants
1970;2;17;217;1;1;0;3;8;0;6;White extremists
1970;2;17;217;1;0;0;3;4;0;6;Student Radicals
1970;2;18;217;1;1;0;3;3;0;6;Black Nationalists
1970;2;18;217;1;1;0;3;3;1;6;Black Nationalists
1970;2;20;217;1;1;0;7;2;0;8;Left-Wing Militants
1970;2;20;217;1;1;0;7;8;1;8;Student Radicals
1970;2;20;217;1;1;0;3;8;0;6;Student Radicals
1970;2;21;362;8;1;0;3;6;0;6;Popular Front for the Liberation of Palestine Gen Cmd (PFLP-GC)
1970;2;21;199;8;1;0;3;6;0;6;Popular Front for the Liberation of Palestine Gen Cmd (PFLP-GC)
1970;2;21;217;1;0;0;7;3;1;8;Left-Wing Militants
1970;2;21;217;1;1;0;7;4;1;8;Left-Wing Militants
1970;2;21;217;1;1;0;3;14;0;6;Weather Underground Weathermen
1970;2;21;217;1;1;0;7;14;0;8;Black Nationalists
1970;2;22;217;1;1;0;7;8;0;8;White extremists
1970;2;22;217;1;0;0;3;21;0;6;New Years Gang
1970;2;23;217;1;1;0;3;21;0;6;Strikers
1970;2;23;217;1;1;0;3;21;0;6;Strikers
1970;2;23;217;1;1;0;3;21;0;6;Strikers
1970;2;23;217;1;1;0;3;21;0;6;Strikers
1970;2;23;217;1;1;0;3;4;0;6;Left-Wing Militants
1970;2;24;217;1;1;0;3;14;0;6;White extremists
1970;2;24;217;1;1;0;7;4;0;8;Student Radicals
1970;2;27;217;1;1;0;3;8;0;6;Student Radicals
1970;3;1;98;8;0;0;3;6;0;6;Eritrean Liberation Front
1970;3;1;217;1;1;0;3;4;0;6;Student Radicals
1970;3;1;217;1;1;0;7;4;0;8;Left-Wing Militants
1970;3;1;217;1;1;0;7;3;0;8;Student Radicals
1970;3;1;217;1;1;0;3;3;0;6;Left-Wing Militants
1970;3;2;217;1;1;0;7;14;0;8;Black Nationalists
1970;3;3;185;8;0;0;6;2;0;13;1st of May Group
1970;3;3;217;1;1;0;3;14;0;6;Left-Wing Militants
1970;3;3;217;1;1;0;3;2;0;6;Student Radicals
1970;3;4;217;1;0;0;3;4;0;6;Left-Wing Militants
1970;3;4;217;1;1;0;3;14;0;6;Left-Wing Militants
1970;3;5;217;1;1;0;3;2;0;6;Left-Wing Militants
1970;3;5;217;1;1;0;3;14;0;6;Left-Wing Militants
1970;3;5;217;1;1;0;1;4;1;5;Armed Commandos of Liberation
1970;3;6;83;2;1;0;6;7;0;5;Rebel Armed Forces of Guatemala (FAR)
1970;3;6;217;1;0;0;3;3;1;6;Weather Underground Weathermen
1970;3;6;217;1;0;0;3;3;1;6;Weather Underground Weathermen
1970;3;9;217;1;1;0;7;14;0;2;Ku Klux Klan
1970;3;9;217;1;1;0;7;15;0;8;White extremists
1970;3;9;217;1;0;0;3;4;0;6;White extremists
1970;3;9;217;1;0;0;3;20;1;6;Black Nationalists
1970;3;10;217;1;1;0;3;2;1;6;Left-Wing Militants
1970;3;10;217;1;0;0;7;1;0;8;Student Radicals
1970;3;11;30;3;1;0;6;7;0;13;Popular Revolutionary Vanguard (VPR)
1970;3;11;217;1;1;0;7;4;0;8;Student Radicals
1970;3;12;217;1;1;0;3;1;0;6;Revolutionary Force 9
1970;3;12;217;1;1;0;3;1;0;6;Revolutionary Force 9
1970;3;12;217;1;1;0;3;3;1;6;Black Nationalists
1970;3;12;217;1;1;0;3;3;1;6;Black Nationalists
1970;3;12;217;1;1;0;3;1;0;6;Revolutionary Force 9
1970;3;13;217;1;1;0;7;4;0;8;Student Radicals
1970;3;13;217;1;1;0;7;8;0;8;Student Radicals
1970;3;14;65;11;1;0;6;10;0;13;Eritrean Liberation Front
1970;3;14;217;1;0;0;3;4;0;6;Left-Wing Militants
1970;3;14;217;1;1;0;4;4;0;7;Left-Wing Militants
1970;3;15;217;1;1;0;3;1;0;6;Puerto Rican Nationalists
1970;3;16;217;1;1;0;7;2;0;8;White extremists
1970;3;17;217;1;1;0;3;8;1;6;Chicano Liberation Front
1970;3;20;217;1;0;0;3;4;0;8;White extremists
1970;3;20;217;1;1;0;1;14;0;5;White extremists
1970;3;21;217;1;0;0;3;2;0;6;Left-Wing Militants
1970;3;21;217;1;1;0;7;1;0;8;Puerto Rican Resistance Movement
1970;3;21;217;1;1;0;7;1;0;8;Puerto Rican Resistance Movement
1970;3;22;217;1;1;0;3;1;0;6;Black Panthers
1970;3;22;217;1;0;0;3;1;0;6;Black Panthers
1970;3;22;217;1;1;0;3;1;1;6;Black Panthers
1970;3;23;217;1;1;0;3;14;1;6;Strikers
1970;3;24;58;2;1;0;6;4;0;13;Dominican Popular Movement (MPD)
1970;3;24;11;3;1;0;6;7;0;13;Argentine Liberation Front (FAL)
1970;3;24;217;1;1;0;3;14;0;6;White extremists
1970;3;24;217;1;1;0;3;3;1;6;Black Nationalists
1970;3;27;217;1;1;0;3;3;0;6;Black Nationalists
1970;3;29;11;3;1;0;6;7;0;13;Argentine National Organization Movement (MANO)
1970;3;29;110;10;1;0;3;7;0;6;Popular Front for the Liberation of Palestine (PFLP)
1970;3;30;217;1;1;0;7;2;0;8;Left-Wing Militants
1970;3;30;217;1;1;0;7;4;0;8;Left-Wing Militants
1970;3;31;83;2;1;0;6;7;0;13;Rebel Armed Forces of Guatemala (FAR)
1970;3;31;101;4;1;0;4;6;0;6;Japanese Red Army (JRA)
1970;3;31;217;1;0;0;3;2;0;6;Left-Wing Militants
1970;3;31;217;1;1;0;3;8;0;6;Student Radicals
1970;4;0;65;11;1;0;6;7;0;13;Eritrean Liberation Front
1970;4;1;217;1;1;0;3;8;0;6;Student Radicals
1970;4;1;217;1;1;0;7;8;0;8;White extremists
1970;4;1;217;1;1;0;7;4;0;8;Student Radicals
